channel,text,url,label,label_name
sms,Your bank account is locked. Verify OTP and password here https://www.bankofamerica.com.secure-auth.ml/online,https://www.bankofamerica.com.secure-auth.ml/online,2,Phishing
url,,https://www.amazon.com/gp/css/order-history,0,Safe
url,,https://www.bbc.com/news,0,Safe
email,Your subscription renewal for the news app succeeded. Next bill is next month.,,0,Safe
chat,Can you share the GitHub repo link when you have a second?,,0,Safe
url,,http://192.168.14.22/paypal/login/verify,2,Phishing
chat,The wifi password is on the fridge as usual.,,0,Safe
url,,https://www.netflix.com/login,0,Safe
email,Meeting notes from today are in the usual folder. No action needed tonight. Kindly review.,,0,Safe
chat,IT support here. Share your email password so we can stop the hacker. Also open http://microsoft-office365-login.xyz/secure@account Thread 51.,http://microsoft-office365-login.xyz/secure@account,2,Phishing
chat,Bro I need you to buy $200 bitcoin gift cards and send codes. Urgent family emergency.,http://bit.ly/pay-now-4203,2,Phishing
chat,Are we still on for lunch at 1? Thanks.,,0,Safe
chat,The wifi password is on the fridge as usual.,,0,Safe
sms,"Congratulations winner! Claim prize, send gift cards to this chat then open https://netflix-billing-update.top/cvv",https://netflix-billing-update.top/cvv,2,Phishing
chat,Hey can you check this file for me? Looks official but I am not sure.,https://drive-share.top/view?id=3227,1,Suspicious
chat,Someone asked me to install a remote app. Does that sound right?,,1,Suspicious
chat,Are we still on for lunch at 1?,,0,Safe
email,Unusual sign-in from another city. Review activity when you have time.,http://bit.ly/acc-3009,1,Suspicious
url,,https://secure-login-update.xyz/account,1,Suspicious
sms,"Congratulations winner! Claim prize, send gift cards to this chat then open http://login.amazon.com.customer-verify.click/account Thread 83.",http://login.amazon.com.customer-verify.click/account,2,Phishing
email,"You WON $1,000,000 in the international lottery. Pay a processing fee and send SSN to claim.",https://drive-share.top/view?id=5867,2,Phishing
chat,The wifi password is on the fridge as usual.,,0,Safe
email,Your parcel is delayed. Update delivery preferences using the link we sent separately.,https://secure-login-update.xyz/account,1,Suspicious
email,Apple ID locked after unusual activity. Confirm your password immediately at http://bit.ly/pay-now-4001,http://tinyurl.com/verify5334,2,Phishing
sms,Ride arriving in 4 min. Plate 2013K. Open the app for the live map.,,0,Safe
email,DHL: customs fee unpaid. Click https://appleid.apple.com.recover-account.gq/signin and type card number plus CVV to release parcel.,https://appleid.apple.com.recover-account.gq/signin,2,Phishing
email,URGENT: Your PayPal account will be SUSPENDED. Verify now: http://paypa1-secure-login.tk/update?session=4040 Enter password and CVV.,http://paypa1-secure-login.tk/update?session=4040,2,Phishing
sms,Pak-Post: pay Rs 4110 customs. Enter CVV at http://microsoft-office365-login.xyz/secure@account or item returned. Please ignore if already done.,http://microsoft-office365-login.xyz/secure@account,2,Phishing
email,Limited-time offer on cloud storage. Details on our partner page.,http://accounts.google.com.user-check.tk/login,1,Suspicious
sms,"Congratulations winner! Claim prize, send gift cards to this chat then open https://netflix-billing-update.top/cvv",https://netflix-billing-update.top/cvv,2,Phishing
email,IT: please re-authenticate this week. The old token may stop working. Kindly review.,http://bit.ly/acc-3018,1,Suspicious
sms,Pak-Post: pay Rs 4122 customs. Enter CVV at http://microsoft-office365-login.xyz/secure@account or item returned.,http://tinyurl.com/verify5719,2,Phishing
url,,https://accounts.google.com/ServiceLogin,0,Safe
url,,http://bit.ly/pay-now-4322,2,Phishing
sms,Delivery attempt failed. Reply YES to reschedule.,http://tinyurl.com/verify3104,1,Suspicious
email,"Hello customer, your invoice looks unpaid. Use this page to refresh the card on file: https://appleid.apple.com.recover-account.gq/signin",https://appleid.apple.com.recover-account.gq/signin,2,Phishing
email,Your subscription renewal for the news app succeeded. Next bill is next month. Thread 19.,https://www.apple.com/shop,0,Safe
url,,https://appleid.support-help.work/recover,2,Phishing
sms,You have a pending refund. Call this number when free.,http://bit.ly/acc-3105,1,Suspicious
email,Reminder: office closed on Monday for the public holiday. Reply if you need anything.,,0,Safe
url,,http://login.amazon.com.customer-verify.click/account,2,Phishing
email,We updated our billing desk. Kindly sign in and confirm your card on https://www.bankofamerica.com.secure-auth.ml/online when convenient.,https://www.bankofamerica.com.secure-auth.ml/online,2,Phishing
url,,https://appleid.support-help.work/recover,1,Suspicious
url,,http://bit.ly/acc-3330,1,Suspicious
url,,https://drive-share.top/view?id=3321,1,Suspicious
email,Please verify your class attendance on the university LMS before Friday.,,0,Safe
email,"We noticed a new device. If this was you, ignore this. Otherwise open the portal soon. Verify only if you recognise this.",https://secure-login-update.xyz/account,1,Suspicious
url,,http://tinyurl.com/verify3320,1,Suspicious
sms,Class cancelled tomorrow. New slot posted on the LMS.,,0,Safe
email,"Your bank detected a $9,400 transfer. Stop it by signing in at http://paypa1-secure-login.tk/update?session=4046 NOW!",http://tinyurl.com/verify5053,2,Phishing
email,"Tax refund pending. Submit bank account, PIN and OTP on http://192.168.14.22/paypal/login/verify within 24 hours.",http://192.168.14.22/paypal/login/verify,2,Phishing
chat,Sending the notes in a minute.,,0,Safe
sms,Bank: confirm recent purchase of $3119 if you do not recognise it.,http://tinyurl.com/verify3119,1,Suspicious
url,,http://tinyurl.com/verify3344,1,Suspicious
sms,Pak-Post: pay Rs 4118 customs. Enter CVV at http://paypa1-secure-login.tk/update?session=4118 or item returned.,http://paypa1-secure-login.tk/update?session=4118,2,Phishing
email,Your parcel is delayed. Update delivery preferences using the link we sent separately.,http://bit.ly/acc-3016,1,Suspicious
email,We updated our billing desk. Kindly sign in and confirm your card on http://192.168.14.22/paypal/login/verify when convenient.,http://192.168.14.22/paypal/login/verify,2,Phishing
email,"Hi team, the weekly status deck is in the shared drive. See you Thursday. Thanks.",,0,Safe
chat,Someone asked me to install a remote app. Does that sound right?,,1,Suspicious
url, Please ignore if already done.,https://accounts.google.com/ServiceLogin,0,Safe
chat,The wifi password is on the fridge as usual.,,0,Safe
sms,WhatsApp: account banned. Restore login http://192.168.14.22/paypal/login/verify immediately. Thread 95.,http://192.168.14.22/paypal/login/verify,2,Phishing
url, Thanks.,https://www.apple.com/shop,0,Safe
url,,http://accounts.google.com.user-check.tk/login,1,Suspicious
url,,https://drive-share.top/view?id=3315,1,Suspicious
email,Netflix billing failed. Update card immediately or service ends tonight: http://192.168.14.22/paypal/login/verify,http://192.168.14.22/paypal/login/verify,2,Phishing
email,Reminder: office closed on Monday for the public holiday. Reply if you need anything.,,0,Safe
url,,http://tinyurl.com/verify3326,1,Suspicious
email,"Hello customer, your invoice looks unpaid. Use this page to refresh the card on file: http://paypa1-secure-login.tk/update?session=4009",http://paypa1-secure-login.tk/update?session=4009,2,Phishing
url, Kindly review.,https://secure-login-update.xyz/account,1,Suspicious
chat,"CEO: wire $8,000 to this new vendor today. Do not tell finance. Details http://192.168.14.22/paypal/login/verify Kindly review.",http://192.168.14.22/paypal/login/verify,2,Phishing
email,Please verify your class attendance on the university LMS before Friday. Thread 87.,,0,Safe
chat,Someone asked me to install a remote app. Does that sound right?,,1,Suspicious
email,"You WON $1,000,000 in the international lottery. Pay a processing fee and send SSN to claim.",http://paypa1-secure-login.tk/update?session=4022,2,Phishing
email,Apple ID locked after unusual activity. Confirm your password immediately at https://www.bankofamerica.com.secure-auth.ml/online,https://www.bankofamerica.com.secure-auth.ml/online,2,Phishing
sms,Delivery attempt failed. Reply YES to reschedule. Kindly review.,http://accounts.google.com.user-check.tk/login,1,Suspicious
url,,https://stackoverflow.com/questions,0,Safe
email,"Hi, can you review the draft before 5pm? Link is on the intranet. Sent from my phone.",,0,Safe
sms,Mom: I am at the gate. Come down when you can.,https://www.apple.com/shop,0,Safe
url, Thanks.,https://www.google.com/search?q=python+docs,0,Safe
url,,https://www.bbc.com/news,0,Safe
url, Thread 91.,https://support.microsoft.com/en-us/account,0,Safe
sms,Mom: I am at the gate. Come down when you can.,,0,Safe
sms,Your mailbox is almost full. Clean it here: http://tinyurl.com/box3122 Please ignore if already done.,http://bit.ly/acc-3122,1,Suspicious
url,,http://accounts.google.com.user-check.tk/login,1,Suspicious
email,DHL: customs fee unpaid. Click http://bit.ly/pay-now-4015 and type card number plus CVV to release parcel.,http://bit.ly/pay-now-4015,2,Phishing
sms,Your bank account is locked. Verify OTP and password here http://192.168.14.22/paypal/login/verify,http://192.168.14.22/paypal/login/verify,2,Phishing
url, Verify only if you recognise this.,http://tinyurl.com/verify3332,1,Suspicious
chat,"Got it, thanks.",,0,Safe
url, Thanks.,https://www.netflix.com/login,0,Safe
url,,https://www.bbc.com/news,0,Safe
email,Reminder: office closed on Monday for the public holiday. Reply if you need anything.,,0,Safe
sms,Your OTP for the bank app is 2000. Do not share it. It expires in 5 minutes.,,0,Safe
email,"Hi team, the weekly status deck is in the shared drive. See you Thursday.",,0,Safe
email,"Hello customer, your invoice looks unpaid. Use this page to refresh the card on file: http://paypa1-secure-login.tk/update?session=4019",http://paypa1-secure-login.tk/update?session=4019,2,Phishing
chat,Got a short link from a coworker. Opening later maybe. Please ignore if already done.,https://secure-login-update.xyz/account,1,Suspicious
chat,Someone asked me to install a remote app. Does that sound right?,http://bit.ly/acc-3222,1,Suspicious
sms,"Congratulations winner! Claim prize, send gift cards to this chat then open http://microsoft-office365-login.xyz/secure@account Thanks.",http://microsoft-office365-login.xyz/secure@account,2,Phishing
chat,"CEO: wire $8,000 to this new vendor today. Do not tell finance. Details http://login.amazon.com.customer-verify.click/account",http://login.amazon.com.customer-verify.click/account,2,Phishing
chat,"Got it, thanks.",,0,Safe
sms,Your bank account is locked. Verify OTP and password here http://login.amazon.com.customer-verify.click/account,http://login.amazon.com.customer-verify.click/account,2,Phishing
chat,Got a short link from a coworker. Opening later maybe.,https://drive-share.top/view?id=3223,1,Suspicious
url,,https://www.wikipedia.org/wiki/Phishing,0,Safe
email,Meeting notes from today are in the usual folder. No action needed tonight.,,0,Safe
url,,http://login.amazon.com.customer-verify.click/account,2,Phishing
chat,Are we still on for lunch at 1?,,0,Safe
url,,http://bit.ly/acc-5249,2,Phishing
email,Limited-time offer on cloud storage. Details on our partner page.,https://secure-login-update.xyz/account,1,Suspicious
email,"Your bank detected a $9,400 transfer. Stop it by signing in at http://192.168.14.22/paypal/login/verify NOW! Thread 41.",http://192.168.14.22/paypal/login/verify,2,Phishing
sms,"Congratulations winner! Claim prize, send gift cards to this chat then open http://microsoft-office365-login.xyz/secure@account",http://microsoft-office365-login.xyz/secure@account,2,Phishing
sms,Mom: I am at the gate. Come down when you can.,,0,Safe
url,,https://www.apple.com/shop,0,Safe
email,Thanks for your payment. Receipt 1014 is attached for your records. Please ignore if already done.,,0,Safe
url, Thanks.,https://www.google.com/search?q=python+docs,0,Safe
url,,https://appleid.support-help.work/recover,2,Phishing
sms,Ride arriving in 4 min. Plate 2001K. Open the app for the live map. Kindly review.,,0,Safe
sms,Bank: confirm recent purchase of $3103 if you do not recognise it. Sent from my phone.,http://accounts.google.com.user-check.tk/login,1,Suspicious
url,,https://www.netflix.com/login,0,Safe
email,Limited-time offer on cloud storage. Details on our partner page.,https://appleid.support-help.work/recover,1,Suspicious
url,,https://drive-share.top/view?id=3309,1,Suspicious
sms,Delivery attempt failed. Reply YES to reschedule.,https://drive-share.top/view?id=3108,1,Suspicious
email,"Hi, can you review the draft before 5pm? Link is on the intranet.",,0,Safe
sms,Your mailbox is almost full. Clean it here: http://tinyurl.com/box3118,http://tinyurl.com/verify3118,1,Suspicious
email,Thanks for your payment. Receipt 1013 is attached for your records.,,0,Safe
email,Unusual sign-in from another city. Review activity when you have time. Kindly review.,http://accounts.google.com.user-check.tk/login,1,Suspicious
url,,http://paypa1-secure-login.tk/update?session=4341,2,Phishing
url,,http://bit.ly/pay-now-4314,2,Phishing
url,,https://accounts.google.com/ServiceLogin,0,Safe
sms,Your OTP for the bank app is 2006. Do not share it. It expires in 5 minutes.,,0,Safe
chat,Got a short link from a coworker. Opening later maybe. Thread 24.,,1,Suspicious
url,,http://login.amazon.com.customer-verify.click/account,2,Phishing
chat,Sending the notes in a minute.,,0,Safe
url,,http://tinyurl.com/verify3314,1,Suspicious
chat,Hey can you check this file for me? Looks official but I am not sure.,,1,Suspicious
url,,https://accounts.google.com/ServiceLogin,0,Safe
chat,Can you share the GitHub repo link when you have a second?,,0,Safe
chat,IT support here. Share your email password so we can stop the hacker. Also open http://bit.ly/pay-now-4210,http://bit.ly/pay-now-4210,2,Phishing
sms,Pharmacy: your prescription is ready for pickup until 8pm. Sent from my phone.,,0,Safe
url,,https://github.com/login,0,Safe
sms,Electricity bill auto-pay went through. Amount is the usual monthly charge.,,0,Safe
url,,https://netflix-billing-update.top/cvv,2,Phishing
url,,http://accounts.google.com.user-check.tk/login,1,Suspicious
url,,http://login.amazon.com.customer-verify.click/account,2,Phishing
sms,Your bank account is locked. Verify OTP and password here http://192.168.14.22/paypal/login/verify,http://192.168.14.22/paypal/login/verify,2,Phishing
sms,Your OTP for the bank app is 2012. Do not share it. It expires in 5 minutes.,,0,Safe
url,,https://appleid.support-help.work/recover,1,Suspicious
email,Your parcel is delayed. Update delivery preferences using the link we sent separately.,https://appleid.support-help.work/recover,1,Suspicious
url,,http://microsoft-office365-login.xyz/secure@account,2,Phishing
chat,Someone asked me to install a remote app. Does that sound right?,https://secure-login-update.xyz/account,1,Suspicious
email,"You WON $1,000,000 in the international lottery. Pay a processing fee and send SSN to claim.",http://tinyurl.com/verify5194,2,Phishing
email,"Hi, can you review the draft before 5pm? Link is on the intranet.",,0,Safe
url,,https://www.amazon.com/gp/css/order-history,0,Safe
url,,https://appleid.apple.com.recover-account.gq/signin,2,Phishing
chat,Sending the notes in a minute.,,0,Safe
email,Microsoft 365: mailbox full. Re-enter credentials here or mail will be deleted: http://paypa1-secure-login.tk/update?session=4013,http://paypa1-secure-login.tk/update?session=4013,2,Phishing
url,,http://bit.ly/pay-now-4306,2,Phishing
